CCI_code,CCI_description
1NF89DAXXF,"Excision total, stomach using endoscopic [laparoscopic] approach with esophagojejunal anastomosis (interposition pouch formation with or without Roux en Y)"
1NF89LAXXF,"Excision total, stomach using open approach with esophagojejunal anastomosis (interposition pouch formation with or without Roux en Y)"
1NF91LAXXF,"Excision radical, stomach using open approach with esophagojejunal anastomosis (pouch formation with or without Roux en Y)"
1NF91RG,"Excision radical, stomach using open approach with gastroduodenal anastomosis"
1NF91RJXXF,"Excision radical, stomach using open approach with gastrojejunal anastomosis (pouch formation with or without Roux en Y)"
1NF91RP,"Excision radical, stomach using open approach with esophagogastric anastomosis"
1NK27JA,"Radiation, small intestine using external beam"
1NK50BABD,"Dilation, small intestine using endoscopic per orifice approach with balloon dilator"
1NK50BANR,"Dilation, small intestine using endoscopic per orifice (colonoscopy) approach and stent insertion"
1NK52BA,"Drainage, small intestine endoscopic per orifice approach aspiration [suction] technique"
1NK52BATS,"Drainage, small intestine endoscopic per orifice approach leaving drainage/decompression tube in situ"
1NK52CA,"Drainage, small intestine per orifice approach aspiration [or suction] technique"
1NK52CATS,"Drainage, small intestine per orifice approach leaving drainage/decompression tube in situ"
1NK52DA,"Drainage, small intestine endoscopic [laparoscopic] approach aspiration [suction] technique"
1NK52DATS,"Drainage, small intestine using endoscopic approach leaving drainage/decompression tube in situ"
1NK52HA,"Drainage, small intestine percutaneous (needle) approach aspiration [suction] technique"
1NK52HATS,"Drainage, small intestine percutaneous (needle) approach leaving drainage/decompression tube in situ"
1NK52LA,"Drainage, small intestine open approach aspiration [suction] technique"
1NK52LATS,"Drainage, small intestine open approach leaving drainage/decompression tube in situ"
1NK52UW,"Drainage, small intestine open approach manual [milking] technique [e.g. back to stomach for suction drainage]"
1NK53BTTS,"Implantation of internal device, small intestine of feeding tube [jejunal] using endoscopic per orifice approach with percutaneous incision"
1NK53CATS,"Implantation of internal device, small intestine of feeding tube [jejunal] using per orifice approach [e.g. naso intestinal]"
1NK53DATS,"Implantation of internal device, small intestine of feeding tube [jejunal] using endoscopic [laparoscopic] approach"
1NK53HATS,"Implantation of internal device, small intestine of feeding tube (jejunal) using percutaneous approach"
1NK53LAQB,"Implantation of internal device, small intestine of valved tube using open approach"
1NK53LATS,"Implantation of internal device, small intestine of feeding tube [jejunal] using open approach"
1NK54HAQB,"Management of device, small intestine of valved tube"
1NK54HATS,"Management of device, small intestine of tube (e.g. drainage, feeding, jejunal)"
1NK55BATS,"Removal of device, small intestine of jejunal tube [e.g. drainage, feeding] using endoscopic per orifice approach"
1NK55CATS,"Removal of device, small intestine of jejunal tube [e.g. drainage, feeding] using per orifice approach"
1NK55DATS,"Removal of device, small intestine of jejunal tube [e.g. drainage, feeding] using endoscopic approach"
1NK55LATS,"Removal of device, small intestine of jejunal tube [e.g. drainage, feeding] using open approach"
1NK56BA,"Removal of foreign body, small intestine using endoscopic per orifice approach"
1NK56DA,"Removal of foreign body, small intestine using endoscopic [laparoscopic] approach"
1NK56LA,"Removal of foreign body, small intestine using open approach"
1NK58LAXXF,"Procurement, small intestine of free flap [e.g. for interpositional flap]"
1NK58LAXXG,"Procurement, small intestine of pedicled flap (e.g. ileum on mesenteric pedicle)"
1NK59BAGX,"Destruction, small intestine using endoscopic per orifice approach and device NEC"
1NK59BAKK,"Destruction, small intestine using endoscopic per orifice approach and electrical heat device (e.g. argon beam)"
1NK74LA,"Fixation, small intestine using suture technique (intestinal loops sewn together to abdominal wall)"
1NK74VT,"Fixation, small intestine using transmesenteric plication technique"
1NK74VTTS,"Fixation, small intestine using plication technique with intestinal tube in situ"
1NK76DN,"Bypass, small intestine endoscopic [laparoscopic] approach enterocolostomy bypass technique"
1NK76DP,"Bypass, small intestine endoscopic [laparoscopic] approach enteroenterostomy bypass technique"
1NK76DQ,"Bypass, small intestine endoscopic [laparoscopic] approach gastroenterostomy bypass technique"
1NK76DR,"Bypass, small intestine endoscopic [laparoscopic] approach proximal vagotomy with gastroenterostomy bypass technique"
1NK76DS,"Bypass, small intestine endoscopic [laparoscopic] approach truncal vagotomy (or vagotomy NOS)  with gastroenterostomy bypass technique"
1NK76RE,"Bypass, small intestine open approach enterocolostomy bypass technique"
1NK76RF,"Bypass, small intestine open approach enteroenterostomy bypass technique"
1NK76RJ,"Bypass, small intestine open approach gastroenterostomy bypass technique"
1NK76SK,"Bypass, small intestine open approach proximal vagotomy with gastroenterostomy bypass technique"
1NK76SL,"Bypass, small intestine open approach truncal vagotomy (or vagotomy NOS)  with gastroenterostomy bypass technique"
1NK77EM,"Bypass with exteriorization, small intestine endoscopic [laparoscopic] approach feeding enterostomy (e.g. jejunostomy)"
1NK77EN,"Bypass with exteriorization, small intestine endoscopic [laparoscopic] approach end enterostomy (e.g. terminal, end or loop ileostomy)"
1NK77RQ,"Bypass with exteriorization, small intestine open approach feeding enterostomy (e.g. jejunostomy)"
1NK77RR,"Bypass with exteriorization, small intestine open approach end enterostomy (e.g. terminal, end or loop ileostomy)"
1NK80BAFF,"Repair, small intestine endoscopic per orifice approach using closure device [e.g. endoclip]"
1NK80DA,"Repair, small intestine endoscopic [laparoscopic] approach using apposition technique [e.g. suturing, stapling]"
1NK80DAW2,"Repair, small intestine endoscopic [laparoscopic] approach using collagen powder"
1NK80DAW3,"Repair, small intestine endoscopic [laparoscopic] approach using fibrin glue"
1NK80DAXXE,"Repair, small intestine endoscopic [laparoscopic] approach using local transposition flap [e.g. omental patch]"
1NK80LA,"Repair, small intestine open approach using apposition technique [e.g. suturing, stapling]"
1NK80LAW2,"Repair, small intestine open approach using collagen powder"
1NK80LAW3,"Repair, small intestine open approach using fibrin glue"
1NK80LAXXE,"Repair, small intestine open approach using local transposition flap [e.g. omental patch]"
1NK82DN,"Reattachment, small intestine endoscopic [laparoscopic] approach of enterocolostomy [diversionary]"
1NK82DP,"Reattachment, small intestine endoscopic [laparoscopic] approach of enteroenterostomy [diversionary]"
1NK82EM,"Reattachment, small intestine endoscopic [laparoscopic] approach of jejunostomy [feeding]"
1NK82EN,"Reattachment, small intestine endoscopic [laparoscopic] approach of ileostomy"
1NK82RE,"Reattachment, small intestine open approach of enterocolostomy [diversionary]"
1NK82RF,"Reattachment, small intestine open approach of enteroenterostomy [diversionary]"
1NK82RQ,"Reattachment, small intestine open approach of jejunostomy [feeding]"
1NK82RR,"Reattachment, small intestine open approach of ileostomy"
1NK84RRXXG,"Construction or reconstruction, small intestine using ileum (to construct ileostomy pouch)"
1NK85LAXXK,"Transplant, small intestine using deceased donor small intestine"
1NK87BA,"Excision partial, small intestine endoscopic per orifice approach simple excisional technique"
1NK87DA,"Excision partial, small intestine endoscopic [laparoscopic] approach simple excisional technique"
1NK87DN,"Excision partial, small intestine endoscopic [laparoscopic] approach enterocolostomy anastomosis technique"
1NK87DP,"Excision partial, small intestine endoscopic [laparoscopic] approach enteroenterostomy anastomosis technique"
1NK87DX,"Excision partial, small intestine endoscopic [laparoscopic] approach stoma formation with distal closure"
1NK87DY,"Excision partial, small intestine endoscopic [laparoscopic] approach stoma formation with mucous fistula"
1NK87GB,"Excision partial, small intestine endoscopic [laparoscopic] approach special excisional (segmental) technique without anastomosis"
1NK87LA,"Excision partial, small intestine open approach simple excisional technique"
1NK87RE,"Excision partial, small intestine open approach enterocolostomy anastomosis technique"
1NK87RF,"Excision partial, small intestine open approach enteroenterostomy anastomosis technique"
1NK87TF,"Excision partial, small intestine open approach stoma formation with distal closure"
1NK87TG,"Excision partial, small intestine open approach stoma formation with mucous fistula"
1NK87WJ,"Excision partial, small intestine open approach special excisional (segmental) technique without anastomosis"
1NM27JA,"Radiation, large intestine using external beam"
1NM50BABD,"Dilation, large intestine using endoscopic per orifice (colonoscopy) approach with balloon dilator"
1NM50BANR,"Dilation,  large intestine using endoscopic per orifice (colonoscopy) approach and stent insertion"
1NM50CANR,"Dilation, large intestine using per orifice approach and stent insertion"
1NM52CA,"Drainage, large intestine per orifice approach using aspiration [suction] technique"
1NM52CATS,"Drainage, large intestine per orifice approach leaving drainage/decompression tube in situ"
1NM52DA,"Drainage, large intestine endoscopic [laparoscopic] approach using aspiration [suction] technique"
1NM52HATS,"Drainage, large intestine percutaneous approach leaving drainage/decompression tube in situ"
1NM52LA,"Drainage, large intestine open approach using aspiration [suction] technique"
1NM52LATS,"Drainage, large intestine open approach leaving drainage/decompression tube in situ"
1NM52UW,"Drainage, large intestine open approach using manual [milking] technique [e.g. to rectum for suction drainage]"
1NM54CANR,"Management of internal device, large intestine of stent using per orifice approach"
1NM54CATS,"Management of internal device, large intestine of tube (e.g. intestinal drainage, colorectal) using per orifice approach"
1NM55BANR,"Removal of device, large intestine of stent using endoscopic per orifice approach"
1NM55BATS,"Removal of device, large intestine of (colorectal) tube [e.g. drainage] using endoscopic per orifice approach"
1NM55CANR,"Removal of device, large intestine of stent using per orifice approach"
1NM55CATS,"Removal of device, large intestine of (colorectal) tube [e.g. drainage] using per orifice approach"
1NM55DATS,"Removal of device, large intestine of (colorectal) tube [e.g. drainage] using endoscopic approach"
1NM55HATS,"Removal of device, large intestine of (colorectal) tube [e.g. drainage] using percutaneous approach"
1NM55LATS,"Removal of device, large intestine of (colorectal) tube [e.g. drainage] using open approach"
1NM56BA,"Removal of foreign body, large intestine using endoscopic per orifice approach"
1NM56DA,"Removal of foreign body, large intestine using endoscopic [laparoscopic] approach"
1NM56LA,"Removal of foreign body, large intestine using open approach"
1NM58LAXXF,"Procurement, large intestine of free flap [e.g. transverse, descending, isoperistaltic colon] using open approach"
1NM59BAAG,"Destruction, large intestine using endoscopic per orifice approach and laser"
1NM59BAAW,"Destruction, large intestine using endoscopic per orifice approach and radiofrequency"
1NM59BAGX,"Destruction, large intestine using endoscopic per orifice approach and device NEC [e.g. electrocautery]"
1NM59BAHB,"Destruction, large intestine using endoscopic per orifice approach and heat probe"
1NM74LA,"Fixation, large intestine using suture technique [intestinal loops sewn together to abdominal wall]"
